1442243519.097801000|46.101.21.78|80|192.168.0.4|19809||||Sep 14, 2015 20:41:59.097801000|0|0|0|1
1442243519.150694000|192.168.0.4|19887|74.125.130.16|993||||Sep 14, 2015 20:41:59.150694000|0|0|1|0
1442243519.150973000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:41:59.150973000||||
1442243519.161199000|74.125.130.16|993|192.168.0.4|19887||||Sep 14, 2015 20:41:59.161199000|0|1|0|1
1442243519.244877000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:41:59.244877000||||
1442243519.266961000|192.168.0.4|19850|23.206.96.48|443||||Sep 14, 2015 20:41:59.266961000|0|0|0|1
1442243519.338729000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:41:59.338729000||||
1442243519.339053000|192.168.0.4|19888|54.209.102.182|80||||Sep 14, 2015 20:41:59.339053000|0|0|1|0
1442243519.339064000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:41:59.339064000||||
1442243519.414580000|23.206.96.48|443|192.168.0.4|19850||||Sep 14, 2015 20:41:59.414580000|0|0|0|1
1442243519.439865000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:41:59.439865000||||
1442243519.442947000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:41:59.442947000||||
1442243519.590985000|192.168.0.4|19889|54.209.102.182|80||||Sep 14, 2015 20:41:59.590985000|0|0|1|0
1442243519.630903000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:41:59.630903000|0|0|1|0
1442243519.631124000|192.168.0.4|19888|54.209.102.182|80||||Sep 14, 2015 20:41:59.631124000|0|0|0|1
1442243519.631905000|192.168.0.4|19888|54.209.102.182|80|www.vox.com|/a/maps-explain-the-middle-east||Sep 14, 2015 20:41:59.631905000|0|0|0|1
1442243519.662206000|192.168.0.4|19887|74.125.130.16|993||||Sep 14, 2015 20:41:59.662206000|0|0|1|0
1442243519.671486000|74.125.130.16|993|192.168.0.4|19887||||Sep 14, 2015 20:41:59.671486000|0|1|0|1
1442243519.873637000|192.168.0.4|19777|54.230.129.198|80||||Sep 14, 2015 20:41:59.873637000|0|0|0|1
1442243519.875234000|54.209.102.182|80|192.168.0.4|19889||||Sep 14, 2015 20:41:59.875234000|0|0|1|0
1442243519.875531000|192.168.0.4|19889|54.209.102.182|80||||Sep 14, 2015 20:41:59.875531000|0|0|0|1
1442243519.947458000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:41:59.947458000|0|0|0|1
1442243519.959380000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:41:59.959380000|0|0|0|1
1442243519.970419000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:41:59.970419000|0|0|0|1381
1442243519.970536000|192.168.0.4|19888|54.209.102.182|80||||Sep 14, 2015 20:41:59.970536000|0|0|0|717
1442243519.978100000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:41:59.978100000|0|0|0|2761
1442243519.987360000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:41:59.987360000|0|0|0|4141
1442243519.987743000|192.168.0.4|19888|54.209.102.182|80||||Sep 14, 2015 20:41:59.987743000|0|0|0|717
1442243519.998105000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:41:59.998105000|0|0|0|5521
1442243520.007436000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.007436000|0|0|0|6901
1442243520.007665000|192.168.0.4|19888|54.209.102.182|80||||Sep 14, 2015 20:42:00.007665000|0|0|0|717
1442243520.015236000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.015236000|0|0|0|8281
1442243520.024829000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.024829000|0|0|0|9661
1442243520.025024000|192.168.0.4|19888|54.209.102.182|80||||Sep 14, 2015 20:42:00.025024000|0|0|0|717
1442243520.034014000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.034014000|0|0|0|11041
1442243520.037351000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.037351000||||
1442243520.037497000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.037497000||||
1442243520.038356000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.038356000||||
1442243520.038566000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.038566000|0|0|1|0
1442243520.038622000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.038622000||||
1442243520.039271000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.039271000||||
1442243520.039487000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.039487000||||
1442243520.040750000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.040750000||||
1442243520.041046000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.041046000||||
1442243520.043669000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.043669000|0|0|0|12421
1442243520.043670000|54.230.129.198|80|192.168.0.4|19777||||Sep 14, 2015 20:42:00.043670000|0|0|0|1
1442243520.043834000|192.168.0.4|19888|54.209.102.182|80||||Sep 14, 2015 20:42:00.043834000|0|0|0|717
1442243520.061775000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.061775000||||
1442243520.063327000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.063327000||||
1442243520.063428000|192.168.0.4|19769|54.230.131.46|80||||Sep 14, 2015 20:42:00.063428000|0|0|0|2
1442243520.065503000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.065503000||||
1442243520.066029000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.066029000||||
1442243520.074369000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.074369000||||
1442243520.075505000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.075505000||||
1442243520.077580000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.077580000|0|0|1|0
1442243520.077671000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.077671000|0|0|0|1
1442243520.078168000|192.168.0.4|19890|216.58.196.10|80|ajax.googleapis.com|/ajax/libs/jquery/1.10.2/jquery.min.js|http://www.vox.com/a/maps-explain-the-middle-east|Sep 14, 2015 20:42:00.078168000|0|0|0|1
1442243520.078271000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.078271000||||
1442243520.079301000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.079301000||||
1442243520.102113000|192.168.0.4|19891|198.41.214.7|80||||Sep 14, 2015 20:42:00.102113000|0|0|1|0
1442243520.102819000|192.168.0.4|19892|198.41.214.7|80||||Sep 14, 2015 20:42:00.102819000|0|0|1|0
1442243520.144562000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.144562000||||
1442243520.147248000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.147248000||||
1442243520.152273000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.152273000||||
1442243520.153089000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.153089000||||
1442243520.155120000|192.168.0.4|19893|54.230.128.2|80||||Sep 14, 2015 20:42:00.155120000|0|0|1|0
1442243520.155542000|192.168.0.4|19894|54.230.128.2|80||||Sep 14, 2015 20:42:00.155542000|0|0|1|0
1442243520.155912000|192.168.0.4|19895|54.230.128.2|80||||Sep 14, 2015 20:42:00.155912000|0|0|1|0
1442243520.156275000|192.168.0.4|19896|54.230.128.2|80||||Sep 14, 2015 20:42:00.156275000|0|0|1|0
1442243520.156366000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.156366000||||
1442243520.161711000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.161711000|0|0|0|1
1442243520.162578000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.162578000||||
1442243520.165007000|192.168.0.4|19897|54.230.129.151|80||||Sep 14, 2015 20:42:00.165007000|0|0|1|0
1442243520.168893000|192.168.0.4|19887|74.125.130.16|993||||Sep 14, 2015 20:42:00.168893000|0|0|1|0
1442243520.169009000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.169009000|0|0|0|1
1442243520.178366000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.178366000|0|0|0|1381
1442243520.178682000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.178682000|0|0|0|339
1442243520.187493000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.187493000|0|0|0|2761
1442243520.205800000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.205800000|0|0|0|4141
1442243520.206166000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.206166000|0|0|0|339
1442243520.207914000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.207914000|0|0|0|5521
1442243520.221933000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.221933000|0|0|0|6901
1442243520.222364000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.222364000|0|0|0|339
1442243520.225089000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.225089000|0|0|0|8281
1442243520.234402000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.234402000|0|0|0|9661
1442243520.234773000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.234773000|0|0|0|339
1442243520.243743000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.243743000|0|0|0|11041
1442243520.254758000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.254758000|0|0|0|12421
1442243520.255126000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.255126000|0|0|0|339
1442243520.257952000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.257952000||||
1442243520.260043000|192.168.0.4|19898|173.241.248.219|80||||Sep 14, 2015 20:42:00.260043000|0|0|1|0
1442243520.260641000|192.168.0.4|19899|173.241.248.219|80||||Sep 14, 2015 20:42:00.260641000|0|0|1|0
1442243520.263726000|198.41.214.7|80|192.168.0.4|19892||||Sep 14, 2015 20:42:00.263726000|0|0|1|0
1442243520.263728000|198.41.214.7|80|192.168.0.4|19891||||Sep 14, 2015 20:42:00.263728000|0|0|1|0
1442243520.264114000|192.168.0.4|19892|198.41.214.7|80||||Sep 14, 2015 20:42:00.264114000|0|0|0|1
1442243520.264354000|192.168.0.4|19891|198.41.214.7|80||||Sep 14, 2015 20:42:00.264354000|0|0|0|1
1442243520.264696000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.264696000||||
1442243520.265220000|192.168.0.4|19892|198.41.214.7|80|cdnjs.cloudflare.com|/ajax/libs/underscore.js/1.5.2/underscore-min.js|http://www.vox.com/a/maps-explain-the-middle-east|Sep 14, 2015 20:42:00.265220000|0|0|0|1
1442243520.272560000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.272560000|0|0|0|13801
1442243520.281792000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.281792000|0|0|0|15181
1442243520.282104000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.282104000|0|0|0|339
1442243520.291436000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.291436000|0|0|0|16561
1442243520.299173000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.299173000|0|0|0|17941
1442243520.299641000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.299641000|0|0|0|339
1442243520.308878000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.308878000|0|0|0|19145
1442243520.309967000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.309967000|0|0|0|20525
1442243520.310105000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.310105000|0|0|0|339
1442243520.310247000|54.230.131.46|80|192.168.0.4|19769||||Sep 14, 2015 20:42:00.310247000|0|0|0|1
1442243520.320275000|54.230.131.46|80|192.168.0.4|19769||||Sep 14, 2015 20:42:00.320275000|0|0|0|1
1442243520.325071000|54.230.131.46|80|192.168.0.4|19769||||Sep 14, 2015 20:42:00.325071000|0|0|0|1381
1442243520.325165000|192.168.0.4|19769|54.230.131.46|80||||Sep 14, 2015 20:42:00.325165000|0|0|0|330
1442243520.334537000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.334537000|0|0|0|20701
1442243520.341271000|192.168.0.4|19839|216.58.220.36|443||||Sep 14, 2015 20:42:00.341271000|0|0|0|1
1442243520.341375000|192.168.0.4|19843|216.58.220.36|443||||Sep 14, 2015 20:42:00.341375000|0|0|0|1
1442243520.343891000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.343891000|0|0|0|22081
1442243520.344031000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.344031000|0|0|0|339
1442243520.352882000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.352882000|0|0|0|23461
1442243520.361441000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.361441000|0|0|0|13801
1442243520.370675000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.370675000|0|0|0|15181
1442243520.370902000|192.168.0.4|19888|54.209.102.182|80||||Sep 14, 2015 20:42:00.370902000|0|0|0|717
1442243520.380090000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.380090000|0|0|0|16561
1442243520.389174000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.389174000|0|0|0|24665
1442243520.389285000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.389285000|0|0|0|339
1442243520.398762000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.398762000|0|0|0|26045
1442243520.406831000|192.168.0.4|19900|54.230.128.2|80||||Sep 14, 2015 20:42:00.406831000|0|0|1|0
1442243520.407608000|192.168.0.4|19901|54.230.128.2|80||||Sep 14, 2015 20:42:00.407608000|0|0|1|0
1442243520.408246000|192.168.0.4|19902|54.230.128.2|80||||Sep 14, 2015 20:42:00.408246000|0|0|1|0
1442243520.408408000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.408408000|0|0|0|17941
1442243520.408685000|192.168.0.4|19903|54.230.128.2|80||||Sep 14, 2015 20:42:00.408685000|0|0|1|0
1442243520.408695000|192.168.0.4|19888|54.209.102.182|80||||Sep 14, 2015 20:42:00.408695000|0|0|0|717
1442243520.416133000|192.168.0.4|19904|54.230.129.151|80||||Sep 14, 2015 20:42:00.416133000|0|0|1|0
1442243520.419481000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.419481000|0|0|0|19321
1442243520.419483000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.419483000|0|0|0|27425
1442243520.419810000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.419810000|0|0|0|339
1442243520.428512000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.428512000|0|0|0|20701
1442243520.428842000|192.168.0.4|19888|54.209.102.182|80||||Sep 14, 2015 20:42:00.428842000|0|0|0|717
1442243520.438793000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.438793000|0|0|0|22081
1442243520.447478000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.447478000|0|0|0|23461
1442243520.447783000|192.168.0.4|19888|54.209.102.182|80||||Sep 14, 2015 20:42:00.447783000|0|0|0|717
1442243520.456451000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.456451000|0|0|0|24841
1442243520.459355000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.459355000||||
1442243520.459703000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.459703000||||
1442243520.460895000|192.168.0.4|19905|54.230.128.2|80||||Sep 14, 2015 20:42:00.460895000|0|0|1|0
1442243520.462227000|54.209.102.182|80|192.168.0.4|19888||||Sep 14, 2015 20:42:00.462227000|0|0|0|26221
1442243520.462400000|192.168.0.4|19888|54.209.102.182|80||||Sep 14, 2015 20:42:00.462400000|0|0|0|717
1442243520.465688000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.465688000||||
1442243520.471039000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.471039000|0|0|0|27601
1442243520.482446000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.482446000|0|0|0|28981
1442243520.482578000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.482578000|0|0|0|339
1442243520.488329000|192.168.0.4||192.168.0.1|||||Sep 14, 2015 20:42:00.488329000||||
1442243520.489610000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.489610000|0|0|0|30361
1442243520.498048000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.498048000|0|0|0|31741
1442243520.498049000|54.230.128.2|80|192.168.0.4|19893||||Sep 14, 2015 20:42:00.498049000|0|0|1|0
1442243520.498264000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.498264000|0|0|0|339
1442243520.498359000|192.168.0.4|19893|54.230.128.2|80||||Sep 14, 2015 20:42:00.498359000|0|0|0|1
1442243520.498692000|192.168.0.4|19893|54.230.128.2|80|ea-cdn.voxmedia.com|/production/vox-40-maps/stylesheets/styles-dde012bd.css|http://www.vox.com/a/maps-explain-the-middle-east|Sep 14, 2015 20:42:00.498692000|0|0|0|1
1442243520.498787000|54.230.128.2|80|192.168.0.4|19894||||Sep 14, 2015 20:42:00.498787000|0|0|1|0
1442243520.498787000|54.230.128.2|80|192.168.0.4|19895||||Sep 14, 2015 20:42:00.498787000|0|0|1|0
1442243520.498934000|192.168.0.4|19894|54.230.128.2|80||||Sep 14, 2015 20:42:00.498934000|0|0|0|1
1442243520.499023000|192.168.0.4|19895|54.230.128.2|80||||Sep 14, 2015 20:42:00.499023000|0|0|0|1
1442243520.499295000|192.168.0.4|19894|54.230.128.2|80|ea-cdn.voxmedia.com|/production/vox-40-maps/javascripts/top-91c80ccb.js|http://www.vox.com/a/maps-explain-the-middle-east|Sep 14, 2015 20:42:00.499295000|0|0|0|1
1442243520.499672000|192.168.0.4|19895|54.230.128.2|80|ea-cdn.voxmedia.com|/production/vox-40-maps/javascripts/bottom-5cff2261.js|http://www.vox.com/a/maps-explain-the-middle-east|Sep 14, 2015 20:42:00.499672000|0|0|0|1
1442243520.499759000|54.230.128.2|80|192.168.0.4|19896||||Sep 14, 2015 20:42:00.499759000|0|0|1|0
1442243520.499823000|192.168.0.4|19896|54.230.128.2|80||||Sep 14, 2015 20:42:00.499823000|0|0|0|1
1442243520.502212000|216.58.196.10|80|192.168.0.4|19890||||Sep 14, 2015 20:42:00.502212000|0|0|0|32945
1442243520.502785000|54.230.129.151|80|192.168.0.4|19897||||Sep 14, 2015 20:42:00.502785000|0|0|1|0
1442243520.502870000|192.168.0.4|19897|54.230.129.151|80||||Sep 14, 2015 20:42:00.502870000|0|0|0|1
1442243520.504550000|198.41.214.7|80|192.168.0.4|19892||||Sep 14, 2015 20:42:00.504550000|0|0|0|1
1442243520.504994000|216.58.220.36|443|192.168.0.4|19839||||Sep 14, 2015 20:42:00.504994000|0|0|0|1
1442243520.505985000|216.58.220.36|443|192.168.0.4|19839||||Sep 14, 2015 20:42:00.505985000|0|0|0|1
1442243520.506746000|216.58.220.36|443|192.168.0.4|19839||||Sep 14, 2015 20:42:00.506746000|1|0|0|61
1442243520.506770000|192.168.0.4|19839|216.58.220.36|443||||Sep 14, 2015 20:42:00.506770000|0|0|0|47
1442243520.507099000|216.58.220.36|443|192.168.0.4|19843||||Sep 14, 2015 20:42:00.507099000|0|0|0|1
1442243520.508218000|216.58.220.36|443|192.168.0.4|19843||||Sep 14, 2015 20:42:00.508218000|0|0|0|1
1442243520.511628000|216.58.220.36|443|192.168.0.4|19843||||Sep 14, 2015 20:42:00.511628000|1|0|0|61
1442243520.511629000|173.241.248.219|80|192.168.0.4|19898||||Sep 14, 2015 20:42:00.511629000|0|0|1|0
1442243520.511629000|173.241.248.219|80|192.168.0.4|19899||||Sep 14, 2015 20:42:00.511629000|0|0|1|0
1442243520.511736000|192.168.0.4|19843|216.58.220.36|443||||Sep 14, 2015 20:42:00.511736000|0|0|0|47
1442243520.511802000|192.168.0.4|19898|173.241.248.219|80||||Sep 14, 2015 20:42:00.511802000|0|0|0|1
1442243520.511841000|192.168.0.4|19899|173.241.248.219|80||||Sep 14, 2015 20:42:00.511841000|0|0|0|1
1442243520.514565000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.514565000||||
1442243520.517533000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.517533000||||
1442243520.518062000|192.168.0.4|19843|216.58.220.36|443||||Sep 14, 2015 20:42:00.518062000|0|0|0|47
1442243520.518226000|192.168.0.4|19839|216.58.220.36|443||||Sep 14, 2015 20:42:00.518226000|0|0|0|47
1442243520.518411000|192.168.0.4|19839|216.58.220.36|443||||Sep 14, 2015 20:42:00.518411000|0|0|0|93
1442243520.518460000|192.168.0.4|19839|216.58.220.36|443||||Sep 14, 2015 20:42:00.518460000|1|0|0|124
1442243520.518613000|192.168.0.4|19843|216.58.220.36|443||||Sep 14, 2015 20:42:00.518613000|0|0|0|93
1442243520.518660000|192.168.0.4|19843|216.58.220.36|443||||Sep 14, 2015 20:42:00.518660000|1|0|0|124
1442243520.519045000|192.168.0.4|19906|180.149.59.161|80||||Sep 14, 2015 20:42:00.519045000|0|0|1|0
1442243520.549095000|192.168.0.4|19890|216.58.196.10|80||||Sep 14, 2015 20:42:00.549095000|0|0|0|339
1442243520.556194000|192.168.0.4|19834|173.194.36.78|80||||Sep 14, 2015 20:42:00.556194000|0|0|0|1
1442243520.564217000|192.168.0.4||239.255.255.250||239.255.255.250:1900|*||Sep 14, 2015 20:42:00.564217000||||
1442243520.567306000|192.168.0.1||192.168.0.4|||||Sep 14, 2015 20:42:00.567306000||||
1442243520.578191000|54.230.128.2|80|192.168.0.4|19900||||Sep 14, 2015 20:42:00.578191000|0|0|1|0
1442243520.578275000|192.168.0.4|19900|54.230.128.2|80||||Sep 14, 2015 20:42:00.578275000|0|0|0|1
1442243520.579678000|54.230.128.2|80|192.168.0.4|19901||||Sep 14, 2015 20:42:00.579678000|0|0|1|0
1442243520.579730000|192.168.0.4|19901|54.230.128.2|80||||Sep 14, 2015 20:42:00.579730000|0|0|0|1
1442243520.584705000|54.230.128.2|80|192.168.0.4|19902||||Sep 14, 2015 20:42:00.584705000|0|0|1|0
1442243520.584762000|192.168.0.4|19902|54.230.128.2|80||||Sep 14, 2015 20:42:00.584762000|0|0|0|1
1442243520.585860000|54.230.128.2|80|192.168.0.4|19903||||Sep 14, 2015 20:42:00.585860000|0|0|1|0
1442243520.585942000|192.168.0.4|19903|54.230.128.2|80||||Sep 14, 2015 20:42:00.585942000|0|0|0|1
1442243520.586755000|54.230.129.151|80|192.168.0.4|19904||||Sep 14, 2015 20:42:00.586755000|0|0|1|0
1442243520.586827000|192.168.0.4|19904|54.230.129.151|80||||Sep 14, 2015 20:42:00.586827000|0|0|0|1
1442243520.591253000|192.168.0.4|19899|173.241.248.219|80|ox-d.sbnation.com|/w/1.0/jstag|http://www.vox.com/a/maps-explain-the-middle-east|Sep 14, 2015 20:42:00.591253000|0|0|0|1
1442243520.594198000|180.149.59.161|80|192.168.0.4|19906||||Sep 14, 2015 20:42:00.594198000|0|0|1|0
1442243520.594314000|192.168.0.4|19906|180.149.59.161|80||||Sep 14, 2015 20:42:00.594314000|0|0|0|1
1442243520.606475000|198.41.214.7|80|192.168.0.4|19892||||Sep 14, 2015 20:42:00.606475000|0|0|0|1
1442243520.608882000|192.168.0.4|19907|173.241.248.219|80||||Sep 14, 2015 20:42:00.608882000|0|0|1|0
1442243520.609056000|192.168.0.4|19908|173.241.248.219|80||||Sep 14, 2015 20:42:00.609056000|0|0|1|0
1442243520.615865000|198.41.214.7|80|192.168.0.4|19892||||Sep 14, 2015 20:42:00.615865000|0|0|0|1381
1442243520.616040000|192.168.0.4|19892|198.41.214.7|80||||Sep 14, 2015 20:42:00.616040000|0|0|0|350
1442243520.625291000|198.41.214.7|80|192.168.0.4|19892||||Sep 14, 2015 20:42:00.625291000|0|0|0|2761
1442243520.633972000|198.41.214.7|80|192.168.0.4|19892||||Sep 14, 2015 20:42:00.633972000|0|0|0|4141
1442243520.633975000|198.41.214.7|80|192.168.0.4|19892||||Sep 14, 2015 20:42:00.633975000|0|0|0|5423
1442243520.634188000|192.168.0.4|19892|198.41.214.7|80||||Sep 14, 2015 20:42:00.634188000|0|0|0|350
